POINT3D_ID,X,Y,Z
130,2.702708263533924,0.05197646094816029,1.563557168557551
313,2.7532196405784775,0.39244659957539924,1.4151368277938567
353,2.795820006942716,0.49192569212527903,1.3718674923174494
609,2.5900221279913644,-0.3079939814696448,1.7155227451435073
705,2.679574489723642,0.08864709777331009,1.547453279252081
786,2.746785351721583,0.3674238953883912,1.424555144622306
1144,2.6412718559001767,-0.13504148185359824,1.6471720680740842
1145,2.657063942939431,-0.1463175374670958,1.651008405367087
1215,2.7803638971376974,0.3256007953491845,1.440583312838206
1414,2.6597934317321177,-0.06512437528527933,1.6161902593362274
1423,2.7028663619103823,-0.007716998223061749,1.588537337541361
3499,2.684413870804303,0.03462686438731996,1.5742807685896545
4964,2.6091698469870903,-0.17589159981688188,1.6671847510486986
4994,2.702633008765954,0.02911107630189171,1.5746776819114903
5969,2.5900221279913644,-0.3079939814696448,1.7155227451435073
6547,2.602403303063485,-0.27388030221158516,1.7043798808626176
7007,2.769213475446881,0.28545201241397183,1.4583253582538018
7301,2.721468414228018,0.07970449090077579,1.548389929948064
8026,2.788317894151736,0.3534543464843593,1.425300407717471
9478,0.44904404374038964,0.4517659975295403,1.5032130883205048
9853,0.4648062860067701,0.39965419377212574,1.5225253548713054
11709,0.4129418235870001,0.1515405350797336,1.6266044575684475
11758,0.419954424464715,0.2872704785972303,1.567075496389556
12091,0.2722451112929627,-0.34908878217751826,1.8131868208136737
12258,0.4608657651706257,0.45152069695119956,1.5072745489843091
12259,0.4608657651706257,0.45152069695119956,1.5072745489843091
12260,0.47363514721739636,0.45934140679018703,1.5046322201882592
12912,0.3109899905964709,-0.3335400703048223,1.8339306730176348
13009,0.43321417919838223,0.4576039148381162,1.5074327437465302
13108,0.3851685183731296,0.09792198351450437,1.6396970602551082
13435,0.37950819094740235,0.25693487214126143,1.5823796823637972
13757,0.3336081108603068,-0.04880393020329961,1.7122070731130594
14221,4.21077506826181,-0.12105506282225918,1.546577701771823
14264,4.245242163227678,-0.07388596990522846,1.5303933736090223
14279,2.669960232934456,0.014851001242598418,1.5813256537999347
14417,4.277937045960633,0.13044638510903214,1.4449319330023638
14418,4.269919606328756,0.15181227022331661,1.4361185345704086
14419,4.269919606328756,0.15181227022331661,1.4361185345704086
14420,4.278191952268963,0.14022394332803567,1.4410346899581776
14421,4.278052214977322,0.1401907428283916,1.4409014092418229
14457,4.280314750731336,0.18631671168134506,1.4228584137189806
14538,4.346630122138788,0.25727546568737925,1.3894490093226846
14592,4.346546610479905,0.3199305674325244,1.3613898734769911
14832,4.351041026990794,0.5126715787857351,1.2812572940133562
14975,4.378704288644469,0.6264493811505506,1.2332610696726487
15084,4.365531720006088,0.7028192267407588,1.2034893802497024
15137,4.38632855009432,0.7352539128515242,1.1887758788213147
15138,4.38632855009432,0.7352539128515242,1.1887758788213147
15688,2.6024363638528665,-0.34328003304576665,1.7320746120538173
15709,2.6168363239337067,-0.27214167384501714,1.702797667129533
15783,4.228664269199434,-0.09233073388772425,1.537919372296558
15922,2.759514194103975,0.2310460956016261,1.4778562475036083
16080,4.350188028316115,0.4230431323906952,1.3184392147380952
16161,4.347689809017598,0.5343073816745019,1.2738256487742623
16162,4.353357366148135,0.5589810362236795,1.2625168673129705
16262,4.3775053077295425,0.6602835231149564,1.221568846764228
16263,4.384906145066387,0.674955618848946,1.2130136696639628
16323,4.375812468436351,0.720692165042265,1.1949854148885541
16348,4.3926834016561305,0.7855397702529547,1.1691494054361697
16389,4.4004872466299965,0.8048118484407659,1.160673553038874
16756,2.641276694050915,-0.20964642480737797,1.6738174154430672
16762,2.6589426164717156,-0.14590773369588625,1.6472241120840285
17005,4.369900526304961,0.5753708183565701,1.2572221169140343
17076,4.363101730935869,0.7290183586767397,1.1924201072637397
17095,4.390693599530848,0.7970644636590294,1.164497561715201
17380,4.334307023963514,0.5371206918952008,1.273048669511985
17382,4.364852875229708,0.5201210167592938,1.2808476368366344
17526,4.2999708566673,0.11794487994974394,1.4485152827732153
18293,2.7579691805158304,0.26348672405309737,1.4630542966745546
18294,2.758224804790357,0.26352630037636976,1.4630991199059749
18466,4.334741859546094,0.3718925459526379,1.3418154336855588
18702,4.325264549506141,0.18131093203600882,1.423184396956564
19175,4.258005209080193,-0.0843187464647056,1.53353795250138
19408,4.280968453566501,0.1681426004901967,1.4275293914555558
19435,4.365655682641241,0.37853000670973824,1.3376713054807863
19436,4.365597792103348,0.3785565364608044,1.3377129068446225
19444,4.343907261445416,0.4939784256731241,1.288161817627369
19445,4.343885679747462,0.4939320784869022,1.2881642487908889
19597,4.324297847393552,0.24516289978705705,1.3970895005545383
19722,4.259782253947315,0.06847057367387974,1.470124265174965
23151,0.3340735704530137,-0.07851071081197607,1.725580457583436
25128,4.232902341134512,-0.14761274008341027,1.5586535802298123
25377,4.3660080575278775,0.519688328264273,1.2782966460420715
