POINT3D_ID,X,Y,Z,local_roughness
78,2.572372727146857,-0.0207250469001426,1.602045260236635,0.0006000686045893475
97,3.2952414675698742,-0.0494994570148452,1.572351658156329,0.001165471200081764
98,3.3116918433406033,-0.0584696658461764,1.5771570562028194,0.0009964248901529924
105,2.564853894663504,0.0073466430797376,1.5902407659348294,0.00021938135870059865
106,2.564853894663504,0.0073466430797376,1.5902407659348294,0.00021938135870059865
120,3.3062109858171507,0.0215965823024424,1.5438147698329183,0.0009813574118658068
130,2.702708263533924,0.0519764609481602,1.563557168557551,0.0003846802751847978
202,3.465798471143891,0.180610793798675,1.4662204847158986,0.003268964885444902
212,2.6354422600176775,0.2223995568695833,1.4940792865871229,0.00110831306338747
280,3.318296737747509,0.2950087639522394,1.4256210683542814,0.0009319972641506675
281,3.318259053342213,0.2950676877753145,1.4256319137040123,0.0008966848593177023
282,3.418242954471932,0.3303540801744735,1.407280274934139,0.0004222169927184436
304,3.3072018039002846,0.3383527236783195,1.408350453750976,0.0004359012531506095
313,2.7532196405784775,0.3924465995753992,1.4151368277938567,0.002302215936484145
353,2.795820006942716,0.491925692125279,1.3718674923174494,0.0042107291581660235
384,3.296264922711866,0.5304595802265186,1.3252483737732648,0.0009669206035057773
398,3.2822927041690093,0.5695543166651875,1.3124947435541197,0.0027653819307343576
421,3.4219102363097527,0.6082778032692931,1.289310482287375,0.002157318702960786
422,3.4194544624630425,0.6164941382222343,1.2844575714999442,0.0007597175250118504
430,3.3136619081827554,0.6654216400704016,1.2673836843360724,0.0005950164104923234
433,3.320848115420099,0.6613756211436218,1.26903799450828,0.00010157598638189804
479,3.43355474543768,0.7610151603539712,1.2212577937979592,0.00107680968602291
495,3.418284880261966,0.8205005524248882,1.1954795868219603,0.0013112579174757056
609,2.5900221279913644,-0.3079939814696448,1.715522745143507,0.002682741040780398
667,3.4139594602818275,-0.072681827632514,1.576636617528843,0.0006303543903822059
690,2.583181777652756,-0.0061212856888448,1.5962124168721723,0.0015846239133943197
702,3.4083957949189405,0.0154923882164768,1.5368132257125169,0.003019064868292768
705,2.679574489723642,0.08864709777331,1.547453279252081,0.001392113992958839
717,3.411593740395584,0.053123623278913,1.5236584374151,0.0004727166439568295
727,3.354667024546857,0.1340615969565851,1.4956657747834117,0.002055487920177947
741,3.3445001514672983,0.1865910161892319,1.4720779779168716,0.00031682145190741774
744,2.612394146191727,0.1949229907225176,1.5057960993953865,0.0008496040666049179
764,3.2882548838794294,0.2864002102413998,1.4327436609193738,0.001967832026267476
786,2.746785351721583,0.3674238953883912,1.424555144622306,0.0008569025212807919
795,3.40790946238095,0.3579697322917321,1.3944120234733328,0.0012514805267839883
796,3.407820084362947,0.3580789357543396,1.3945757389790854,0.0010408707755288668
807,3.28293108534316,0.4167770846577114,1.375656752534489,0.0002849030426241948
816,3.289862934695109,0.4448591957833528,1.362048756626038,0.0010600105023884472
818,3.2930649622323607,0.4598259088189194,1.3573987282958189,0.0008751563541774451
825,2.7190676188431393,0.506424820950593,1.370229591099485,0.0026001737639805562
834,3.418692585743271,0.4933489589036134,1.336802202593372,0.0007917966260154421
835,3.418692585743271,0.4933489589036134,1.336802202593372,0.0007917966260154421
895,3.2952913161642763,0.6617322301908571,1.270162670690726,0.0006711595431506867
899,3.4342146944521015,0.6692517148711715,1.261409830246546,0.0006541757520057474
909,3.3138691673695257,0.7092244677774784,1.250709047580621,0.0010401201828341064
910,3.3142768098573607,0.7093127845857506,1.25097409695415,0.0013515494430980902
926,3.286836345861174,0.7234872176984591,1.2468152085485602,0.002064522741685843
929,3.31084614913138,0.7398336621625579,1.235814942036566,0.001212240879634213
933,3.402265429786243,0.7381048928746529,1.2333584387032748,0.000879977456586285
934,3.4029902026759524,0.74753006597327,1.227950535212138,0.00034758842918776635
941,3.431243266493325,0.7717048780201722,1.2142299565251076,0.0014062749240383735
956,3.3291353508792727,0.7968567475116562,1.2097736383183633,0.0017750253579158683
977,3.292522901295063,0.8632186078642986,1.1850179505545002,0.0005196906540591959
978,3.292885644465903,0.8629840956088144,1.1850346894620452,0.0005801855997790403
989,3.3336453092887295,0.8760885275434863,1.176539576900044,0.0006594924747561524
990,3.329351078474336,0.8982675758664107,1.1687272928370975,7.55337516514702e-05
1020,3.301965369751277,0.9471543205998008,1.1500712651278178,0.00043210865669212543
1053,3.3067264517941672,1.0150977959151226,1.1208662117012929,0.0007394308630353285
