POINT3D_ID,X,Y,Z
172,3.3923749416433937,0.11837123407058955,1.4988999475775857
385,3.366129802359106,0.5131097899147002,1.3295224520103224
386,3.361364929102881,0.5349713621788077,1.3201228650004084
432,3.354309988785368,0.6379362119080441,1.2780453667659308
631,2.5652661891075605,-0.18994511108154127,1.6745694257662345
632,2.565380132596281,-0.1899206507585435,1.6740328023055198
651,2.5835096483748434,-0.11754651818534752,1.6440648895771102
700,3.3704793118312852,0.033597053469883585,1.5347469427478773
930,3.3640421571897683,0.7302631175633348,1.2381254327984752
931,3.364011878112369,0.7302166653750056,1.2378624433212637
932,3.3693162490974413,0.7402613504264295,1.2313598649651587
991,3.3576585551386344,0.890020061366372,1.1697052210620158
1241,3.340959141892865,0.42629224527283177,1.3697735889676679
1281,3.349987743912463,0.5975432335823816,1.2946164256754238
1294,3.371545799985198,0.7121445368499778,1.2439711513182279
1491,3.3613039852718343,0.8660093404902198,1.1794680175465473
1492,3.367824907813131,0.8944476551752799,1.1671347839521107
1681,3.3739556585036934,0.7035738680850241,1.2470597463854836
1767,2.1792640907912797,-0.037343023168554215,1.6287030487968073
1798,2.1912604426549374,-0.017074418113246972,1.6142036994250337
1828,2.215823068981203,0.02097972186690746,1.602739879242425
1869,2.1928338606920037,0.09588455279138206,1.5701604556794364
1927,2.1952401807016186,0.1700548008675076,1.5371053686706457
1967,2.1805252488661475,0.2378397102421031,1.5124268234692941
2034,2.1593176684855524,0.2917350047651238,1.4875009276793676
2170,2.1804084973334827,0.44341298834223497,1.420513287367546
2171,2.1804084973334827,0.44341298834223497,1.420513287367546
2258,2.182590674861142,0.5341117890417064,1.3813998620841093
2259,2.182590674861142,0.5341117890417064,1.3813998620841093
2352,2.201976658942558,0.6221114912254333,1.3473085805572886
2426,3.3541567062151434,0.6379234709916437,1.2779904680874823
2467,2.2254277654668626,0.6993986887696271,1.3104561394522916
2507,2.2333608435122927,0.7046200718743909,1.3091661769245164
2509,2.215502652788243,0.7277850390065294,1.297532620598994
2759,2.2058213212440516,0.8876571015604591,1.2350277574777393
2760,2.2160858386921007,0.8848585567087828,1.230369298145049
2761,2.2153758987477143,0.8859438423267311,1.2348298246277367
2762,2.210878639645355,0.8939516478947774,1.225144807226047
2828,2.205962337996537,0.9230298677532139,1.213790818467319
3030,2.181694885340081,1.028717078615458,1.1683748597927566
3223,2.243557174149289,1.1461301970881437,1.1114025125081262
3356,2.1903984926582214,-0.1702504339166661,1.6786311101677822
3461,2.209389170970961,-0.02596442504284138,1.6258473359563426
3490,2.206267765528339,0.03409693525897521,1.594610251800602
3525,2.1994251363472164,0.0653927102078487,1.5824934111343634
3528,2.186130810312422,0.10353833811854016,1.5675778304636687
3670,2.158286886244586,0.31503140088021,1.4783512594162178
3776,2.1624572085604465,0.479243750920245,1.410507231715586
3810,2.170952019724851,0.5238306268303584,1.3870760935400812
3979,2.213035662295037,0.7167868615735411,1.3058837314919802
4005,2.2035647465640187,0.7449670039262816,1.2915623502496796
4135,2.207106665450075,0.9132152550319219,1.2191953533855837
4275,2.195630188765311,1.0548116583034195,1.158240974613136
4437,2.183601279679702,-0.12427797589079372,1.6644457061056923
4638,2.1708687094552794,0.45182503220415876,1.4176350704422345
4929,2.224676734990508,1.1645576159387507,1.1123964756803606
4930,2.224676734990508,1.1645576159387507,1.1123964756803606
4931,2.2329130096069063,1.1818261994124766,1.10289573015014
5210,2.2063184585202498,1.0729375657753546,1.1508842373451087
5234,2.2445999919234683,1.1725723919741937,1.1068406548712026
5235,2.2452226273357674,1.170805283478471,1.1036119780374776
5252,2.232345271491985,1.2227029943160077,1.082423618894976
5253,2.232069595507079,1.2245361057710122,1.0858080928801195
5437,2.1847731300807793,0.0034064880875683892,1.614845527557608
5488,2.189665067677872,0.6056782538824329,1.3534183174589636
5582,2.2032921517460933,0.8302884853655345,1.2578815825375405
5728,3.361607607260072,0.004356476664277784,1.5475597129519374
5777,2.1643718852363425,0.2667079157148441,1.500975364786728
5871,2.209051550909602,0.666253339530355,1.3262989469149102
5879,2.21876775156903,0.7080173537313218,1.3082706878664243
6293,3.3681681755613977,0.7968930149523081,1.2064162525073407
6363,2.1836088093138106,0.567648436589744,1.3789479846448742
6508,2.2069754703726705,0.7854502834963614,1.2720598813756756
6824,3.3507945949165086,0.5447392542462449,1.3179211187348814
7554,3.3820590235491355,0.13267442271457644,1.4908057388190272
7555,3.3820590235491355,0.13267442271457644,1.4908057388190272
7985,3.378670019078348,0.051260484568511136,1.5285588932734662
8460,3.3954158223958983,0.13057262623076124,1.4937951606509274
8666,1.0491451048291995,1.1684165540000548,1.172531807455721
8738,1.0397494946955415,1.131746470689913,1.1931685118027613
8774,0.9875099747746787,1.5301887975171022,1.0311968141724006
8775,0.9875099747746787,1.5301887975171022,1.0311968141724006
8844,0.9598597776070086,1.581650724678829,1.0164364989892267
8845,0.9598597776070086,1.581650724678829,1.0164364989892267
8869,1.0304420951620339,1.284400656783621,1.1313205804235498
8955,1.088951196527583,-0.12947133334142158,1.7156758057629524
8975,1.1254835498161988,-0.02892525119020276,1.6721247156067909
8993,1.0675563573158713,-0.022611525985657088,1.6717413388535998
8994,1.070968405268197,0.004983646533460083,1.660695012142132
9010,1.0872031994588824,0.03941070808106185,1.6507395287570463
9127,1.0867359675070416,0.3535335872365395,1.5131916381607855
9128,1.0881327993720238,0.3631269512566525,1.508200212311145
9129,1.0881327993720238,0.3631269512566525,1.508200212311145
9152,1.0716391678665949,0.41559757886293236,1.484686852064328
9400,1.0957953722980667,0.032366256090968104,1.6488341782127605
