group,n_points,mean_abs_dist,rms_dist,p95_dist,max_abs_dist
crack,414,0.005414625475322526,0.006727538657948124,0.012119561459083106,0.02662624276290311
left_noncrack,1106,0.005747724405961951,0.006666220847724499,0.011941207570049458,0.024401823855210093
right_noncrack,1153,0.006082173827629011,0.007204525508724836,0.01290541743462003,0.03067547455691937
noncrack_all,2259,0.005918428338313487,0.006946187357200487,0.012424998354649728,0.03067547455691937
