POINT3D_ID,X,Y,Z,signed_dist_to_plane,abs_dist_to_plane
130,2.702708263533924,0.0519764609481602,1.563557168557551,-0.007584200632603108,0.007584200632603108
313,2.7532196405784775,0.3924465995753992,1.4151368277938567,-0.006266394586361967,0.006266394586361967
353,2.795820006942716,0.491925692125279,1.3718674923174494,-0.007129573246859102,0.007129573246859102
609,2.5900221279913644,-0.3079939814696448,1.715522745143507,-0.0019516537894512106,0.0019516537894512106
705,2.679574489723642,0.08864709777331,1.547453279252081,-0.006143506563182761,0.006143506563182761
786,2.746785351721583,0.3674238953883912,1.424555144622306,-0.004879981587011899,0.004879981587011899
1144,2.6412718559001767,-0.1350414818535982,1.6471720680740842,-0.008825376880962677,0.008825376880962677
1145,2.657063942939431,-0.1463175374670958,1.651008405367087,-0.008604075676288177,0.008604075676288177
1215,2.7803638971376974,0.3256007953491845,1.440583312838206,-0.004672491855111403,0.004672491855111403
1414,2.6597934317321177,-0.0651243752852793,1.6161902593362274,-0.008431625838119225,0.008431625838119225
1423,2.7028663619103823,-0.0077169982230617,1.588537337541361,-0.00723266206417933,0.00723266206417933
3499,2.684413870804303,0.0346268643873199,1.5742807685896545,-0.009902713212447874,0.009902713212447874
4964,2.6091698469870903,-0.1758915998168818,1.6671847510486986,-0.00992640997567596,0.00992640997567596
4994,2.702633008765954,0.0291110763018917,1.5746776819114905,-0.008870949066539313,0.008870949066539313
5969,2.5900221279913644,-0.3079939814696448,1.715522745143507,-0.0019516537894512106,0.0019516537894512106
6547,2.602403303063485,-0.2738803022115851,1.7043798808626176,-0.005552731762248031,0.005552731762248031
7007,2.769213475446881,0.2854520124139718,1.4583253582538018,-0.004832319591499084,0.004832319591499084
7301,2.721468414228018,0.0797044909007757,1.548389929948064,-0.005254908074618006,0.005254908074618006
8026,2.788317894151736,0.3534543464843593,1.425300407717471,-0.0018358149751041396,0.0018358149751041396
9478,0.4490440437403896,0.4517659975295403,1.5032130883205048,-0.014467970589956722,0.014467970589956722
9853,0.4648062860067701,0.3996541937721257,1.5225253548713054,-0.012517437604005557,0.012517437604005557
11709,0.4129418235870001,0.1515405350797336,1.6266044575684475,-0.009098583546847304,0.009098583546847304
11758,0.419954424464715,0.2872704785972303,1.567075496389556,-0.0076950993697002205,0.0076950993697002205
12091,0.2722451112929627,-0.3490887821775182,1.8131868208136737,0.020838837981447755,0.020838837981447755
12258,0.4608657651706257,0.4515206969511995,1.5072745489843091,-0.018599130882430703,0.018599130882430703
12259,0.4608657651706257,0.4515206969511995,1.5072745489843091,-0.018599130882430703,0.018599130882430703
12260,0.4736351472173963,0.459341406790187,1.5046322201882592,-0.01975760463522614,0.01975760463522614
12912,0.3109899905964709,-0.3335400703048223,1.8339306730176348,-0.005925985520198291,0.005925985520198291
13009,0.4332141791983822,0.4576039148381162,1.5074327437465302,-0.019970223030994758,0.019970223030994758
13108,0.3851685183731296,0.0979219835145043,1.6396970602551082,0.0009732373483340499,0.0009732373483340499
